"person_id","income_year2000","income_year2001","income_year2002","income_year2003","income_year2004","income_year2005","income_year2006","income_year2007","income_year2008","income_year2009","income_year2010","gender","occupation_busdriver","occupation_cashier","occupation_nurse"
"975","41.28","44.18","46.66","49.39","49.95","52.27","53.05","54.16","56.85","59.57","61.35","Male","0","0","1"
"976","22.9","24.93","26.84","30.02","31.13","32.14","34.31","36.54","37.89","41.54","41.27","Male","0","1","0"
"977","33.08","36.22","37.16","39.14","40.87","43.25","44.67","46.84","48.62","51.45","53.13","Male","0","0","1"
"978","24.35","26.1","27.63","30.14","32.46","34.96","36.14","38.11","40.82","42.49","44.08","Male","0","1","0"
"979","20.54","20.05","22.13","23.72","26.78","29.14","31.33","33.92","34.31","36.1","40.46","Male","0","1","0"
"980","40.45","40.19","40.81","42.04","44.59","46.73","48.14","49.55","50.41","54.91","57.13","Male","0","0","1"
"981","39.07","40.26","42.72","44.18","45.27","46.84","48.47","49.56","50.76","53.28","54.03","Male","0","0","1"
"982","25.25","25.2","27.7","29.71","29.07","30.59","32.01","33.04","34.87","36.49","38.87","Male","0","1","0"
"983","28.73","31.78","33.47","36.43","38.58","39.18","38.64","41.6","44.57","45.3","45.71","Male","0","1","0"
"984","32.25","33.11","34.91","34.86","37.31","38.21","39.17","40.66","41.93","42.48","45.5","Male","0","0","1"
"985","26.41","26.94","27.45","29.8","29.32","30.9","34.01","35.14","35.97","36.88","39.12","Male","0","1","0"
"986","33.99","34.7","35.96","37.45","39.02","41.55","43.5","45.08","46.66","49.81","51.39","Male","0","1","0"
"987","23.53","24.46","25.17","26.22","27.73","29.75","31.49","32.61","33.22","34.95","37.49","Male","1","0","0"
"988","36.16","39.76","42.74","45.6","48.59","50.73","51.97","54.43","57.51","59.38","59.79","Male","0","0","1"
"989","32.61","35.2","36","37.1","37.6","39.49","39.66","40.48","40.44","41.91","44.01","Male","1","0","0"
"990","23.3","24.71","25.99","27.89","30.52","31.51","32.58","33.35","35.24","36.5","36.04","Male","0","1","0"
"991","42.03","43.45","42.69","43.27","45.32","46.49","49.19","49.67","51.93","52.26","54.8","Male","1","0","0"
"992","20.44","22.01","24.35","24.65","26.25","28.7","30.28","29.96","30.99","33.62","33.27","Male","0","1","0"
"993","19.58","18.91","20.61","22.55","21.68","22.86","25.46","28.26","28.72","30.39","32.27","Male","0","1","0"
"994","40.59","42.52","43.82","47.35","49.11","51.39","53.15","55","55.65","58.18","60.52","Male","0","0","1"
"995","30.37","29.84","31.19","31.93","34.55","36.26","37.57","37.1","37.09","38.57","40.81","Male","0","1","0"
"996","31.84","32.63","34.79","36.61","37.75","38.31","39.23","41.64","43.27","44.01","45.7","Male","1","0","0"
"997","25.17","25.78","27.42","28.68","30.38","30.9","31.58","33.03","33.55","33.31","34.67","Male","0","1","0"
"998","33.59","34.54","35.71","36.35","37.19","38.22","37.61","40.72","43.21","46.37","48.38","Male","0","0","1"
"999","28.49","28.87","28.95","28.85","27.6","29.39","31.07","33.88","34.32","35.05","35.68","Male","1","0","0"
"1000","25.19","27.41","29.14","31.02","31.64","32.04","33.04","36.9","37.32","37.99","38.18","Male","0","1","0"
